Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
829409,ALIS BANKHEAD FOODMART  ,Convenience Store,948,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6672,FULTON,33.77306,-84.41846,9/24/2007,10/17/2010
771412,ALISON FOOD MART  ,Convenience Store,1217,METROPOLITAN PKWY, ,Atlanta,GA,30310, ,FULTON,33.72166,-84.40788,11/15/2005,12/12/2007
1277635,Alison Food Mart  ,Convenience Store,2075,Alison Ct Sw, ,Atlanta,GA,30311,4958,FULTON,33.70074,-84.45656,5/2/2017,12/20/2021
1399254,Alison Food Mart  ,Convenience Store,2075,Alison Ct SW,,Atlanta,GA,30311,4958,FULTON,33.70104,-84.45656,1/12/2021,6/19/2023
1632154,Alison Food Mart  ,Convenience Store,2075,Alison Ct SW,,Atlanta,GA,30311,4958,FULTON,33.70105,-84.45657,4/3/2025, 
985843,All My Children Variety  ,Combination Grocery/Other,3050,Martin Luther King Jr Dr SW, ,Atlanta,GA,30311,1585,FULTON,33.75248,-84.48647,1/14/2011,10/12/2011
948919,Alla's Gift shop  ,Convenience Store,82,Peachtree St, ,Atlanta,GA,30303,3151,FULTON,33.75577,-84.38883,7/29/2010,2/24/2014
939645,Alli's Quick Mart  ,Combination Grocery/Other,2587,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,8354,FULTON,33.77535,-84.47138,3/31/2010,7/20/2010
870467,Allis Quick Mart  ,Convenience Store,2587,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,8354,FULTON,33.77535,-84.47138,11/13/2008,3/4/2010
841084,AM PM Grocery  ,Convenience Store,5,CLEVELAND AVE, ,Atlanta,GA,30315, ,FULTON,33.68111,-84.38919,1/7/2008,5/19/2015
451341,AMA'S TROPICAL MARKET  ,Small Grocery Store,209,Edgewood Ave SE, ,Atlanta,GA,30303,3012,FULTON,33.75437,-84.38001,12/1/1998,9/13/2007
754733,AMANUELS GROCERY  ,Convenience Store,180,Elm St SW, ,Atlanta,GA,30314,4221,FULTON,33.7496,-84.40934,6/22/2005,5/31/2006
1487970,Amen Food Mart  ,Convenience Store,828,Mcdonough Blvd Se, ,Atlanta,GA,30315,5510,FULTON,33.70938,-84.35944,4/8/2022,1/19/2023
1258524,"American Meats, Llc  ",Delivery Route,1475,Graham St SW,,Atlanta,GA,30310,4353,FULTON,33.71462,-84.41611,12/16/2016,2/25/2020
1258524,"American Meats, Llc  ",Delivery Route,1475,Graham St SW,,Atlanta,GA,30310,4353,FULTON,33.71462,-84.41611,5/3/2020,5/25/2020
1453969,Amigo Food Mart  ,Convenience Store,1645,Moreland Ave SE,,Atlanta,GA,30316,3179,FULTON,33.70884,-84.35003,8/5/2021, 
1319059,Amina Mart 1,Convenience Store,2132,Campbellton Rd SW,Ste E,Atlanta,GA,30311,4620,FULTON,33.70612,-84.45816,9/27/2018,12/28/2022
1319059,Amina Mart 1,Convenience Store,2132,Campbellton Rd SW,Ste E,Atlanta,GA,30311,4620,FULTON,33.70612,-84.45816,9/19/2025, 
957236,Amoco Food Mart  ,Convenience Store,575,Chappell Rd NW, ,Atlanta,GA,30318,8175,FULTON,33.771,-84.43392,7/28/2010,3/18/2013
753626,AMOCO FOOD SHOP  ,Medium Grocery Store,3260,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30331,1102,FULTON,33.78778,-84.4944,5/24/2005,7/30/2007
763590,AMOCO FOOD SHOP  ,Convenience Store,1400,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,5102,FULTON,33.77128,-84.43371,12/19/2005,1/5/2011
1012294,Amoco Little Five Points  ,Convenience Store,350,Moreland Ave NE, ,Atlanta,GA,30307,1927,FULTON,33.76418,-84.34928,7/28/2011,11/1/2016
902127,AMP FOOD MART  ,Convenience Store,2048,Stanton Rd, ,Atlanta,GA,30344,1300,FULTON,33.69957,-84.44842,7/20/2009,12/13/2011
538988,AMPAK FOOD MART  ,Convenience Store,151,Cleveland Ave SW, ,Atlanta,GA,30315,8258,FULTON,33.68112,-84.39412,6/4/2003,4/23/2006
1235827,Anago Food Mart Inv  ,Convenience Store,833,Cascade Rd SW,Ste F,Atlanta,GA,30311,2649,FULTON,33.73275,-84.43803,3/14/2016,9/7/2016
835274,ANDYS SUPERETTE  ,Medium Grocery Store,196,Memorial Dr SE, ,Atlanta,GA,30312,2055,FULTON,33.7469,-84.38117,11/27/2007,4/17/2008
932726,ANGELAS FRESH SEAFOOD  ,Seafood Specialty,2565,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,8354,FULTON,33.7753,-84.47015,3/26/2010,12/9/2014
1229984,Ans Three D Inc 0,Convenience Store,1401,Moreland Ave SE,Ste A,Atlanta,GA,30316,3191,FULTON,33.71599,-84.34953,1/29/2016,12/16/2020
1229984,Ans Three D Inc 0,Convenience Store,1401,Moreland Ave SE,Ste A,Atlanta,GA,30316,3191,FULTON,33.71599,-84.34953,4/5/2022, 
935332,Anthonys Store  ,Delivery Route,569,Meldrum St NW, ,Atlanta,GA,30318,6907,FULTON,33.76915,-84.40598,5/13/2010,9/20/2019
1268160,Anu Foodmart  ,Convenience Store,5135,Godby Pl, ,Atlanta,GA,30349,3167,FULTON,33.6159,-84.47739,1/13/2017,7/17/2017
1245123,Anwar Farm To Table  ,Farmers' Market,645,Willoughby Way NE, ,Atlanta,GA,30312,1112,FULTON,33.76393,-84.36617,5/16/2016,9/20/2019
1337809,Arham Sarin Enterprises Llc  ,Convenience Store,1053,Cascade Rd SW, ,Atlanta,GA,30311,2813,FULTON,33.72644,-84.44546,1/30/2019,2/17/2020
1442730,Arman Food Mart  ,Convenience Store,1469,Campbellton Rd SW,Ste B,Atlanta,GA,30311,4005,FULTON,33.7141,-84.43661,7/7/2021,9/20/2022
319869,ASHBY & SIMPSON CONVIENCE MART  ,Convenience Store,336,Joseph E Lowery Blvd NW, ,Atlanta,GA,30314,3276,FULTON,33.76375,-84.4175,6/24/1999,12/19/2010
888906,Ashby BP #3  ,Convenience Store,3,Joseph E Lowry Blvd, ,Atlanta,GA,30314, ,FULTON,33.75444,-84.41756,4/21/2009,3/25/2018
888909,Ashby Exxon  ,Convenience Store,507,Joseph E Lowery Blvd SW, ,Atlanta,GA,30310,1801,FULTON,33.741,-84.41769,6/29/2009,12/10/2013
983379,Ashby Food Mart  ,Convenience Store,336,Joseph E Lowery Blvd NW, ,Atlanta,GA,30314,3276,FULTON,33.76375,-84.4175,12/20/2010,10/16/2011
1021249,Ashby Food Mart  ,Convenience Store,336,Joseph E Lowery Blvd NW, ,Atlanta,GA,30314,3276,FULTON,33.76375,-84.4175,10/18/2011,9/23/2012
762960,ASSAM INTERNATIONAL  ,Convenience Store,291,Joseph E Lowery Blvd NW, ,Atlanta,GA,30314,3201,FULTON,33.76255,-84.41739,9/15/2005,6/5/2008
1130506,Atl 1 Food Mart  ,Convenience Store,3050,Stone Hogan SW,Ste 3C,Atlanta,GA,30331,7435,FULTON,33.67577,-84.49699,6/11/2014,8/24/2015
839463,ATL FOOD & MEAT MARKET  ,Convenience Store,1590,Simpson Rd NW Ste A, ,Atlanta,GA,30314,2015,FULTON,33.76354,-84.43991,12/12/2007,6/30/2008
830251,ATL FOOD MART  ,Convenience Store,1298,Donnelly Ave SW, ,Atlanta,GA,30310,2569,FULTON,33.73489,-84.43004,9/5/2007,9/7/2009
898089,ATL Food Mart  ,Convenience Store,1298,Donnelly Ave SW, ,Atlanta,GA,30310,2569,FULTON,33.73489,-84.43004,7/10/2009,8/17/2011
1114731,Atl Food Mart  ,Small Grocery Store,1334,Boulevard SE, ,Atlanta,GA,30315,3016,FULTON,33.71867,-84.36849,1/17/2014,5/3/2016
1464775,Atl Foodmart & Print  ,Convenience Store,903,Martin Luther King Jr Dr NW,,Atlanta,GA,30314,3624,FULTON,33.75478,-84.4172,11/9/2021,12/23/2025
1081427,Atl Meats And Seafood  ,Small Grocery Store,1233,Joseph E Boone Blvd NW, ,Atlanta,GA,30314,2395,FULTON,33.76358,-84.42787,5/13/2013,4/12/2015
505982,ATLANTA FOOD MART  ,Convenience Store,2261,Cascade Rd SW, ,Atlanta,GA,30311,2801,FULTON,33.72259,-84.46275,10/10/2002,6/15/2011
946570,ATLANTA FOOD MART  ,Convenience Store,2740,Greenbriar Pkwy SW,Ste B15,Atlanta,GA,30331,2664,FULTON,33.6899,-84.48898,5/25/2010,9/21/2011
505982,ATLANTA FOOD MART  ,Convenience Store,2261,Cascade Rd SW, ,Atlanta,GA,30311,2801,FULTON,33.72259,-84.46275,6/23/2011,6/8/2017
1066725,Atlanta Food Mart  ,Convenience Store,1190,Metropolitan Pkwy Sw, ,Atlanta,GA,30310,3544,FULTON,33.72248,-84.40782,8/20/2012,8/24/2015
1182130,Atlanta Food Mart  ,Convenience Store,1190,Metropolitan Pkwy SW,,Atlanta,GA,30310,3544,FULTON,33.72255,-84.40759,3/20/2015,11/22/2019
1182130,Atlanta Food Mart  ,Convenience Store,1190,Metropolitan Pkwy SW,,Atlanta,GA,30310,3544,FULTON,33.72255,-84.40759,1/26/2024, 
1191497,Atlanta Food Mart LLC  ,Small Grocery Store,1298,Donnelly Ave Sw, ,Atlanta,GA,30310,2569,FULTON,33.73489,-84.43004,5/11/2015,11/22/2019
732862,ATLANTA MEAT & FISH MARKET  ,Convenience Store,3131,Campbellton Rd SW,Ste P,Atlanta,GA,30311,5311,FULTON,33.6917,-84.49193,11/16/2004,3/22/2011
1179014,"Atlanta Mobile Market, Inc  ",Delivery Route,3120,Donald Lee Hollowell Pkwy Nw, ,Atlanta,GA,30318,4408,FULTON,33.78496,-84.48897,2/11/2015,6/15/2018
1609570,Atlanta Texaco/ Ez Market 0,Convenience Store,2100,Metropolitan Pkwy SW,,Atlanta,GA,30315,6220,FULTON,33.697,-84.40768,8/5/2024, 
639799,Atlantic Seafood  ,Seafood Specialty,209,Edgewood Ave SE,Ste 132,Atlanta,GA,30303,3012,FULTON,33.75437,-84.38001,5/17/2002,7/11/2007
824809,Atlantic Seafood  ,Seafood Specialty,209,Edgewood Ave SE,Suite 132,Atlanta,GA,30303,3012,FULTON,33.75437,-84.38001,7/31/2007,4/23/2024
824809,Atlantic Seafood  ,Seafood Specialty,209,Edgewood Ave SE,Suite 132,Atlanta,GA,30303,3012,FULTON,33.75437,-84.38001,5/1/2024, 
1033960,Atwood Community Gardens  ,Farmers' Market,779,Atwood St SW, ,Atlanta,GA,30310,2514,FULTON,33.73415,-84.42938,11/30/2011,3/3/2017
735689,AUBURN CONVENIENCE STORE  ,Small Grocery Store,253,Auburn Ave NE,A,Atlanta,GA,30303,2644,FULTON,33.75548,-84.37937,2/4/2005,2/3/2010
840284,AUBURN DISCOUNT GROCERY  ,Convenience Store,310,Auburn Ave NE, ,Atlanta,GA,30303,2604,FULTON,33.75553,-84.3775,2/19/2009,8/15/2011
728744,AUBURN FOOD MART  ,Convenience Store,310,Auburn Ave NE, ,Atlanta,GA,30303,2604,FULTON,33.75553,-84.3775,8/17/2004,12/27/2006
1046167,Auburn Grocery Store  ,Small Grocery Store,310,Auburn Ave Ne, ,Atlanta,GA,30303,2604,FULTON,33.75553,-84.3775,7/26/2012,11/15/2012
960191,Aunties Babies  ,Combination Grocery/Other,1229,Joseph E Boone Blvd NW, ,Atlanta,GA,30314,2395,FULTON,33.76358,-84.42773,8/9/2010,9/21/2011
1672463,Azalea Fresh Market  ,Supermarket,25,Peachtree St Nw, ,Atlanta,GA,30303,3104,FULTON,33.75433,-84.38933,9/29/2025, 
991949,B & E GROCERY AND VARIETY CORP  ,Small Grocery Store,3508,Washington Rd, ,Atlanta,GA,30344,5662,FULTON,33.65987,-84.47697,5/13/2011,9/11/2012
276577,B & W SUPER MARKET  ,Convenience Store,1323,Glenwood Ave SE, ,Atlanta,GA,30316,2047,FULTON,33.74008,-84.34439,6/17/2003,6/27/2007
1219837,B And E Food Mart  ,Convenience Store,1097,Hollywood Rd Nw, ,Atlanta,GA,30318,3949,FULTON,33.78498,-84.46102,11/25/2015,1/7/2021
1219837,B And E Food Mart  ,Convenience Store,1097,Hollywood Rd Nw, ,Atlanta,GA,30318,3949,FULTON,33.78498,-84.46102,8/23/2021, 
928207,B&J FOOD MART  ,Combination Grocery/Other,2521,Donald Lee Hollowell Pkwy NW,Ste B,Atlanta,GA,30318,8361,FULTON,33.7757,-84.4684,12/28/2009,3/12/2014
795110,B&K GROCERY STORE  ,Small Grocery Store,1265,LEE ST, ,Atlanta,GA,30310,4034,FULTON,33.72035,-84.42432,8/2/2006,5/24/2018
980702,B.j.'s General 1,Convenience Store,3000,Campbellton Rd SW, ,Atlanta,GA,30311,5410,FULTON,33.69562,-84.48669,12/8/2010,9/21/2011
1082811,B.m.p For Men 1,Small Grocery Store,1815,Martin Luther King Jr Dr SW, ,Atlanta,GA,30310,1108,FULTON,33.7507,-84.4463,2/14/2013,9/26/2016
863662,BABE MART  ,Small Grocery Store,795,Cascade Ave SW, ,Atlanta,GA,30310,2457,FULTON,33.73355,-84.43748,10/9/2008,8/4/2010
876938,Babies First 1,Small Grocery Store,724,Pryor St SW, ,Atlanta,GA,30315,1066,FULTON,33.73506,-84.39455,2/10/2009,8/4/2010
917661,Babies First Step  ,Combination Grocery/Other,2343,Campbellton Rd SW,Ste 5,Atlanta,GA,30311,4600,FULTON,33.70429,-84.46487,10/9/2009,3/2/2015
912173,Babies Needs  ,Small Grocery Store,2636,MLK Jr Dr, ,Atlanta,GA,30311, ,FULTON,33.75378,-84.47398,9/2/2009,1/16/2012
826071,BABIES ON DECK  ,Small Grocery Store,1392,Moreland Ave SE, ,Atlanta,GA,30316,3207,FULTON,33.71379,-84.34944,8/1/2007,11/20/2008
837245,BABIES ON DECK  ,Convenience Store,795,Cascade Ave SW, ,Atlanta,GA,30310,2457,FULTON,33.73355,-84.43748,4/21/2008,10/15/2008
906298,BABIES WORLD  ,Combination Grocery/Other,2225,Marietta Blvd NW,Ste D,Atlanta,GA,30318,2057,FULTON,33.81664,-84.44635,9/16/2009,5/13/2013
858179,BABIES WORLD  ,Convenience Store,287,Joseph E Lowery Blvd NW, ,Atlanta,GA,30314,3201,FULTON,33.76245,-84.41739,10/19/2009,3/18/2013
922263,BABY HUEYS NUTRITION & VARIETY 1,Combination Grocery/Other,1509,Virginia Ave,Ste B,Atlanta,GA,30337,2841,FULTON,33.6593,-84.43842,2/10/2010,8/10/2010
954245,BABY RULES  ,Combination Grocery/Other,3650,MLK JR. DRIVE, ,Atlanta,GA,30331, ,FULTON,33.76189,-84.50808,6/29/2010,9/21/2011
921447,Baby Steps  ,Combination Grocery/Other,1107,Ralph David Abernathy Blvd,Ste 103,Atlanta,GA,30310,1795,FULTON,33.73848,-84.42409,11/20/2009,8/4/2010
1032274,Baby's  R Angels  ,Convenience Store,3050,Stone Hogan Connector Rd SW,Ste C,Atlanta,GA,30331,2854,FULTON,33.67571,-84.49697,1/18/2012,10/24/2013
915578,Baby's Couture  ,Small Grocery Store,1697,Sylvan Rd SW, ,Atlanta,GA,30310,4654,FULTON,33.70854,-84.41824,9/30/2009,9/21/2011
1434453,Bakkal International Foods  ,Small Grocery Store,5690,Roswell Rd,Ste 100,Atlanta,GA,30342,1169,FULTON,33.91025,-84.37888,1/22/2021, 
1296045,"Bankhead Food Store, Inc  ",Convenience Store,3263,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30331,1122,FULTON,33.78764,-84.49415,11/14/2017,9/15/2019
859331,BANKHEAD MARKET  ,Medium Grocery Store,1674,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,5054,FULTON,33.77312,-84.4426,7/23/2008,9/21/2011
957725,Bankhead Market  ,Convenience Store,1674,Donald Lee Howell Pkwy,Ste 102,Atlanta,GA,30318, ,FULTON,33.81633,-84.4455,7/14/2010,9/5/2013
502316,BANKHEAD SHELL  ,Small Grocery Store,3195,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,4407,FULTON,33.78615,-84.49131,10/29/2003,5/25/2006
811369,BANKHEAD SHELL  ,Convenience Store,902,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6602,FULTON,33.77302,-84.41689,2/7/2007,1/30/2017
1615344,Bankhead Shell  ,Convenience Store,902,Donald Lee Hollowell Pkwy NW,,Atlanta,GA,30318,6606,FULTON,33.7727,-84.41685,11/13/2024, 
938180,Bankhead Stop & Shop  ,Convenience Store,2690,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,8352,FULTON,33.77711,-84.47562,4/14/2010,10/17/2012
663544,BANKHEAD SUPER MARKET  ,Convenience Store,3601,Bankhead Ct NW, ,Atlanta,GA,30331,1203,FULTON,33.79326,-84.50283,10/31/2000,8/23/2007
746843,BANKHEAD SUPERMARKET  ,Medium Grocery Store,644,Joseph E Lowery Blvd NW,,Atlanta,GA,30318,6600,FULTON,33.77236,-84.4174,7/19/2005,8/13/2008
830787,BANKHEAD SUPERMARKET  ,Small Grocery Store,3601,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30331,1217,FULTON,33.79446,-84.50476,9/6/2007,6/17/2008
1209348,Bankhead Xpress Mart 1,Convenience Store,2650,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,8317,FULTON,33.77597,-84.47318,10/13/2015,4/11/2019
871001,Banna Grocery  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,12/15/2008,2/2/2010
871001,Banna Grocery  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,2/4/2010,2/7/2010
935245,BANNA GROCERY  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,2/17/2010,8/24/2010
984714,Banna Grocery  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,1/11/2011,9/12/2011
783068,BANNA GROCERY STORE  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,3/28/2006,1/4/2009
964980,Bannna Grocery  ,Convenience Store,529,Irwin St NE, ,Atlanta,GA,30312,1627,FULTON,33.75757,-84.37026,9/9/2010,12/28/2010
405895,BARGAIN CITY  ,Convenience Store,1045,Donald Lee Hollowell Pkwy NW,1,Atlanta,GA,30318,6653,FULTON,33.77328,-84.42174,9/28/2004,8/1/2006
798964,BARGAIN CITY  ,Convenience Store,1045,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6653,FULTON,33.77328,-84.42174,12/7/2006,9/25/2007
1133788,BB Food Market  ,Convenience Store,2521,Donald Lee Hollowell Pkwy Nw,Ste D,Atlanta,GA,30318,8361,FULTON,33.77571,-84.4684,5/21/2014,2/28/2016
998064,Ben Hill Quik Mart. Inc  ,Convenience Store,3835,Campbellton Rd Sw, ,Atlanta,GA,30331,5055,FULTON,33.69089,-84.51332,5/16/2011,3/18/2013
1256861,Ben Meat And Foodmart  ,Convenience Store,833,Cascade Rd SW,Ste F,Atlanta,GA,30311,2649,FULTON,33.73275,-84.43803,9/16/2016,11/13/2017
1256861,Ben Meat And Foodmart  ,Convenience Store,833,Cascade Rd SW,Ste F,Atlanta,GA,30311,2649,FULTON,33.73275,-84.43803,12/26/2019,1/11/2021
1312039,Bengal Green Enterprises  ,Convenience Store,4725,S Atlanta Road Se,Ste 105,Atlanta,GA,30339,1544,FULTON,33.83783,-84.48034,3/29/2018, 
1569433,Benz Food Mart  ,Convenience Store,548,Northside Dr NW,Ste A,Atlanta,GA,30318,7004,FULTON,33.76983,-84.40501,1/2/2024, 
1528959,Best 4 Less  ,Convenience Store,1960,Donald Lee Hollowell Pkwy NW,,Atlanta,GA,30318,4809,FULTON,33.77551,-84.44873,3/10/2023, 
1048147,Best 4 Less Food Mart  ,Convenience Store,2200,Campbellton Rd Sw, ,Atlanta,GA,30311,4608,FULTON,33.7053,-84.46069,9/4/2012,10/4/2017
1400002,Best Food Mart  ,Convenience Store,2102,Hollywood Rd NW,,Atlanta,GA,30318,1817,FULTON,33.81346,-84.46895,6/26/2020,6/5/2023
1461590,Best Food Mart  ,Convenience Store,2200,Campbellton Rd SW,,Atlanta,GA,30311,4619,FULTON,33.70504,-84.46064,8/20/2021,6/21/2023
1575696,Best Food Mart  ,Convenience Store,12,Atlanta Ave SW,,Atlanta,GA,30315,1702,FULTON,33.73034,-84.38836,1/31/2024,5/4/2025
1019000,Best For Less  ,Convenience Store,1001,Northside Dr NW, ,Atlanta,GA,30318,5421,FULTON,33.78188,-84.40746,9/23/2011, 
1467182,Best For Less  ,Convenience Store,3270,Washington Rd,,Atlanta,GA,30344,5454,FULTON,33.66654,-84.46506,9/28/2021, 
1029693,Best Supermarket  ,Convenience Store,4515,Washington Rd, ,Atlanta,GA,30349,2203,FULTON,33.63227,-84.49239,3/7/2012,5/9/2017
774796,BIG A CITGO FOOD MART  ,Convenience Store,568,Chappell Rd NW, ,Atlanta,GA,30318,8176,FULTON,33.77064,-84.43398,3/14/2006,5/14/2008
834242,BIG A FOOD MART  ,Medium Grocery Store,568,Chappell Rd NW, ,Atlanta,GA,30318,8176,FULTON,33.77064,-84.43398,10/15/2007,4/6/2011
834242,BIG A FOOD MART  ,Medium Grocery Store,568,Chappell Rd NW, ,Atlanta,GA,30318,8176,FULTON,33.77064,-84.43398,4/18/2011,12/17/2012
1112843,Big A Food Mart  ,Convenience Store,2780,Camp Creek Pkwy,,Atlanta,GA,30337,3138,FULTON,33.6517,-84.48164,10/22/2013,11/3/2020
1102980,Big A Food Mart  ,Convenience Store,568,Chappell Rd Nw, ,Atlanta,GA,30318,8176,FULTON,33.77064,-84.43398,3/26/2014,1/3/2019
1102980,Big A Food Mart  ,Convenience Store,568,Chappell Rd Nw, ,Atlanta,GA,30318,8176,FULTON,33.77064,-84.43398,2/20/2019, 
1112843,Big A Food Mart  ,Convenience Store,2780,Camp Creek Pkwy,,Atlanta,GA,30337,3138,FULTON,33.6517,-84.48164,8/26/2021, 
884630,BIG A J STORE  ,Convenience Store,714,Moreland Ave SE, ,Atlanta,GA,30316,3812,FULTON,33.73476,-84.3493,5/7/2009,10/31/2016
973455,Big AJ Store 2,Convenience Store,3817,Main St, ,Atlanta,GA,30337,3615,FULTON,33.65124,-84.44972,10/8/2010, 
355138,Big Bear Supermarket  ,Super Store,683,Joseph E Lowery Blvd SW, ,Atlanta,GA,30310,1819,FULTON,33.7367,-84.41776,12/12/1986, 
1015808,Big Brother Food Mart  ,Convenience Store,878,Norwood Rd SE, ,Atlanta,GA,30315,6822,FULTON,33.69697,-84.36083,9/27/2011,10/28/2012
973361,BIG BROTHER GROCERY  ,Convenience Store,1193,Lee St SW, ,Atlanta,GA,30310,3842,FULTON,33.7223,-84.423,9/30/2010,12/26/2011
1021385,Big Brother Grocery  ,Convenience Store,1193,Lee St Sw, ,Atlanta,GA,30310,3842,FULTON,33.7223,-84.423,10/12/2011,8/15/2013
1304422,Big Brother Meat And Grocery  ,Convenience Store,1177,Lee St Sw, ,Atlanta,GA,30310,3805,FULTON,33.72292,-84.42239,12/14/2017,5/19/2020
1555180,Big Brother Mini Supermarket  ,Convenience Store,400,Amal Dr SW,,Atlanta,GA,30315,4870,FULTON,33.70726,-84.39885,8/14/2023, 
1261927,Big Brother Supermarket  ,Convenience Store,400,Amal Dr SW, ,Atlanta,GA,30315,4870,FULTON,33.70749,-84.39894,11/9/2016,3/30/2021
1255233,Big Coe's Foodmart  ,Convenience Store,202A,Anderson Ave NW, ,Atlanta,GA,30314,1704,FULTON,33.76025,-84.45049,9/29/2016,8/31/2017
264500,BIG DADDY FOOD MART  ,Small Grocery Store,759,Dill Ave SW, ,Atlanta,GA,30310,4361,FULTON,33.71835,-84.41286,10/19/2001,5/11/2006
861875,BIG DADDY FOOD MART  ,Small Grocery Store,759,Dill Ave SW, ,Atlanta,GA,30310,4361,FULTON,33.71835,-84.41286,9/24/2008,1/31/2013
1137523,Big Daddy's Discount Meat  ,Medium Grocery Store,1265,Lee St SW,Ste A,Atlanta,GA,30310,4034,FULTON,33.72036,-84.42432,9/25/2014,3/30/2021
512059,BIG DADDY'S DISCOUNT MEATS  ,Meat/Poultry Specialty,1265,LEE ST, ,Atlanta,GA,30310, ,FULTON,33.72035,-84.42432,9/21/2001,10/16/2005
663509,BIG DADDY'S DISCOUNT MEATS  ,Medium Grocery Store,1265,Lee St SW,Ste A,Atlanta,GA,30310,4034,FULTON,33.72036,-84.42432,6/2/2004,4/22/2018
1034073,"Big Discount Food Mart, Llc  ",Convenience Store,948,Donald Lee Hollowell Pkwy Nw, ,Atlanta,GA,30318,6672,FULTON,33.77306,-84.41846,9/5/2012,3/12/2014
775051,BIG FOOD MART  ,Convenience Store,1955,Moreland Ave SE, ,Atlanta,GA,30316,3133,FULTON,33.70056,-84.34959,3/7/2006,3/22/2009
794483,BIG FOUR DISCOUNT SUPERMARKET  ,Convenience Store,1003,McDaniel St SW, ,Atlanta,GA,30310,3115,FULTON,33.72786,-84.40167,7/31/2006,9/9/2018
1093605,Big Fruit And Vegetables  ,Fruits/Veg Specialty,1531,Campbellton Rd Sw, ,Atlanta,GA,30311,4007,FULTON,33.71302,-84.43868,5/8/2013,1/19/2014
901122,Big G Grocery Store  ,Convenience Store,2050,Southampton Rd,Unit 3 and 4,Atlanta,GA,30349, ,FULTON,33.61583,-84.45537,6/12/2009,1/22/2024
901122,Big G Grocery Store  ,Convenience Store,2050,Southampton Rd,Unit 3 and 4,Atlanta,GA,30349, ,FULTON,33.61583,-84.45537,2/8/2024,6/21/2025
472962,BIG H CONVENIENCE STORE  ,Convenience Store,1625,North Ave NW Ste A, ,Atlanta,GA,30318,6408,FULTON,33.76807,-84.44079,9/19/2002,12/3/2006
847319,BIG H FOOD  ,Convenience Store,2784,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6055,FULTON,33.77953,-84.47968,3/31/2008,11/23/2008
813407,BIG H FOOD MART  ,Convenience Store,825,Moreland Ave SE, ,Atlanta,GA,30316,2461,FULTON,33.73206,-84.3494,2/27/2007,12/26/2013
886365,BIG H FOOD MART  ,Convenience Store,2784,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6055,FULTON,33.77953,-84.47968,3/26/2009,9/23/2013
900032,BIG H FOOD MART  ,Convenience Store,2900,Campbellton Rd SW, ,Atlanta,GA,30311,4507,FULTON,33.69794,-84.48365,6/29/2009,3/14/2012
1044967,Big H Food Mart  ,Convenience Store,2900,Campbellton Rd SW, ,Atlanta,GA,30311,4507,FULTON,33.69794,-84.48365,8/8/2012,2/2/2014
1251940,Big H Food Mart  ,Convenience Store,2900,Campbellton Rd SW, ,Atlanta,GA,30311,4507,FULTON,33.69794,-84.48365,8/5/2016, 
593304,BIG H FOOD STORE  ,Convenience Store,2784,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6055,FULTON,33.77953,-84.47968,1/28/2004,11/20/2005
772899,BIG H FOOD STORE  ,Convenience Store,2784,Donald Lee Hollowell Pkwy NW, ,Atlanta,GA,30318,6055,FULTON,33.77953,-84.47968,12/2/2005,12/2/2007
1166967,Big H Foodmart  ,Convenience Store,825,Moreland Ave Se, ,Atlanta,GA,30316,2461,FULTON,33.73206,-84.3494,12/11/2014,3/11/2018
431659,BIG H TEXACO  ,Convenience Store,3015,Jonesboro Rd SE, ,Atlanta,GA,30354,2414,FULTON,33.67235,-84.37223,2/14/1994,12/13/2005
318441,BIG J FOODS  ,Small Grocery Store,2280,Cascade Rd SW, ,Atlanta,GA,30311,2833,FULTON,33.72239,-84.46336,3/5/1997,5/25/2006
